ReportingYear,StationLocalId,SamplingPointLocalId,Pollutant,AQValue,Unit,SamplingPoint_Latitude,SamplingPoint_Longitude,AggregationType,Namespace,BeginPosition,EndPosition
2014,STA-NL00549,SPO-NL00549_00005_100,Particulate matter < 10 µm (aerosol),254.082,ug.m-3,52.257359999480563,5.2359030000000004,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00237,SPO-NL00237_00005_100,Particulate matter < 10 µm (aerosol),342.842,ug.m-3,51.445279999476931,5.4288999999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00704,SPO-NL00704_00005_100,Particulate matter < 10 µm (aerosol),185.6,ug.m-3,52.430000309481379,4.7699999800000015,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00319,SPO-NL00319_00005_100,Particulate matter < 10 µm (aerosol),320.952,ug.m-3,51.46438299947701,3.7450079999999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2016,STA-NL00136,SPO-NL00136_00005_100,Particulate matter < 10 µm (aerosol),205.38999999,ug.m-3,50.888057709474673,5.9711141599999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00549,SPO-NL00549_00005_100,Particulate matter < 10 µm (aerosol),169.55,ug.m-3,52.257359999480563,5.2359030000000004,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00547,SPO-NL00547_00005_100,Particulate matter < 10 µm (aerosol),483.14999999,ug.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00138,SPO-NL00138_00005_100,Particulate matter < 10 µm (aerosol),421.70999999,ug.m-3,50.900316999474725,5.986853,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00488,SPO-NL00488_00005_100,Particulate matter < 10 µm (aerosol),449.904,ug.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00489,SPO-NL00489_00005_100,Particulate matter < 10 µm (aerosol),105.014,ug.m-3,51.868888849478772,4.5747222900000004,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00631,SPO-NL00631_00005_100,Particulate matter < 10 µm (aerosol),238.66999999,ug.m-3,52.448501589481481,5.6191501600000002,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00241,SPO-NL00241_00005_100,Particulate matter < 10 µm (aerosol),438.35,ug.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00722,SPO-NL00722_00005_100,Particulate matter < 10 µm (aerosol),117.06999999,ug.m-3,52.092499999479791,6.6058390000000005,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00741,SPO-NL00741_00005_100,Particulate matter < 10 µm (aerosol),659.78999999,ug.m-3,51.848888999478682,5.8580610000000011,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00494,SPO-NL00494_00005_100,Particulate matter < 10 µm (aerosol),154.609,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00487,SPO-NL00487_00005_100,Particulate matter < 10 µm (aerosol),243.51599999,ug.m-3,51.891113279478887,4.48111105,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00016,SPO-NL00016_00005_100,Particulate matter < 10 µm (aerosol),310.89999999,ug.m-3,52.393058779481201,4.8700027499999994,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00807,SPO-NL00807_00005_100,Particulate matter < 10 µm (aerosol),233.55,ug.m-3,52.389167789481192,6.4036140399999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2013,STA-NL00007,SPO-NL00007_00005_100,Particulate matter < 10 µm (aerosol),140.1,ug.m-3,52.381111149481171,4.8450112300000008,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00738,SPO-NL00738_00005_101,Particulate matter < 10 µm (aerosol),133.514,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00418,SPO-NL00418_00005_100,Particulate matter < 10 µm (aerosol),101.872,ug.m-3,51.915000919478985,4.4802889800000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00570,SPO-NL00570_00005_100,Particulate matter < 10 µm (aerosol),130,ug.m-3,52.486599999481662,4.638641999999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00551,SPO-NL00551_00005_100,Particulate matter < 10 µm (aerosol),197.2,ug.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00556,SPO-NL00556_00005_100,Particulate matter < 10 µm (aerosol),230.9,ug.m-3,52.563589999482041,4.8616999999999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00818,SPO-NL00818_00005_100,Particulate matter < 10 µm (aerosol),390.874,ug.m-3,52.655002589482493,6.0180697400000014,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00442,SPO-NL00442_00005_100,Particulate matter < 10 µm (aerosol),186.092,ug.m-3,51.800659179478473,4.7082138100000002,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00494,SPO-NL00494_00005_100,Particulate matter < 10 µm (aerosol),211.6,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00318,SPO-NL00318_00005_100,Particulate matter < 10 µm (aerosol),185.832,ug.m-3,51.295276639476306,3.7494583100000005,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00564,SPO-NL00564_00005_100,Particulate matter < 10 µm (aerosol),186.6,ug.m-3,52.287427999480727,4.7666780000000006,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00012,SPO-NL00012_00005_100,Particulate matter < 10 µm (aerosol),238.5,ug.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00488,SPO-NL00488_00005_100,Particulate matter < 10 µm (aerosol),256.68,ug.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00547,SPO-NL00547_00005_100,Particulate matter < 10 µm (aerosol),329.17,ug.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00235,SPO-NL00235_00005_100,Particulate matter < 10 µm (aerosol),127.081,ug.m-3,51.435001369476886,4.3602862399999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2014,STA-NL00138,SPO-NL00138_00005_100,Particulate matter < 10 µm (aerosol),200.95,ug.m-3,50.900316999474725,5.986853,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00485,SPO-NL00485_00005_100,Particulate matter < 10 µm (aerosol),170.5,ug.m-3,51.866107939478766,4.3552775400000003,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00547,SPO-NL00547_00005_100,Particulate matter < 10 µm (aerosol),596.65,ug.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00444,SPO-NL00444_00005_100,Particulate matter < 10 µm (aerosol),172.468,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00633,SPO-NL00633_00005_100,Particulate matter < 10 µm (aerosol),160.324,ug.m-3,52.138888999480002,4.8383359999999991,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00446,SPO-NL00446_00005_100,Particulate matter < 10 µm (aerosol),585.082,ug.m-3,52.039722439479561,4.3605637599999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00493,SPO-NL00493_00005_100,Particulate matter < 10 µm (aerosol),319.9,ug.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00131,SPO-NL00131_00005_100,Particulate matter < 10 µm (aerosol),148,ug.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00636,SPO-NL00636_00005_100,Particulate matter < 10 µm (aerosol),546.68,ug.m-3,52.10611099947986,5.125286,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00937,SPO-NL00937_00005_100,Particulate matter < 10 µm (aerosol),306.786,ug.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00012,SPO-NL00012_00005_100,Particulate matter < 10 µm (aerosol),430.4,ug.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00318,SPO-NL00318_00005_100,Particulate matter < 10 µm (aerosol),204.11,ug.m-3,51.295276639476306,3.7494583100000005,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00641,SPO-NL00641_00005_101,Particulate matter < 10 µm (aerosol),124.75,ug.m-3,52.203055999480299,4.9886140000000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00418,SPO-NL00418_00005_100,Particulate matter < 10 µm (aerosol),187.576,ug.m-3,51.915000919478985,4.4802889800000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00437,SPO-NL00437_00005_100,Particulate matter < 10 µm (aerosol),147.883,ug.m-3,51.787498469478415,4.4508414300000005,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00631,SPO-NL00631_00005_100,Particulate matter < 10 µm (aerosol),125.798,ug.m-3,52.448501589481481,5.6191501600000002,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00741,SPO-NL00741_00005_100,Particulate matter < 10 µm (aerosol),506.98,ug.m-3,51.848888999478682,5.8580610000000011,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2016,STA-NL00639,SPO-NL00639_00005_100,Particulate matter < 10 µm (aerosol),654.66999999,ug.m-3,52.06888899947969,5.1211140000000013,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00636,SPO-NL00636_00005_100,Particulate matter < 10 µm (aerosol),666.19,ug.m-3,52.10611099947986,5.125286,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00133,SPO-NL00133_00005_100,Particulate matter < 10 µm (aerosol),97.87,ug.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00545,SPO-NL00545_00005_100,Particulate matter < 10 µm (aerosol),219.47,ug.m-3,52.339496609480953,4.8410224900000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00444,SPO-NL00444_00005_100,Particulate matter < 10 µm (aerosol),165.71,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00014,SPO-NL00014_00005_101,Particulate matter < 10 µm (aerosol),517.1,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00561,SPO-NL00561_00005_100,Particulate matter < 10 µm (aerosol),140.69999999,ug.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00546,SPO-NL00546_00005_100,Particulate matter < 10 µm (aerosol),142.69999999,ug.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00701,SPO-NL00701_00005_101,Particulate matter < 10 µm (aerosol),274.3,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00496,SPO-NL00496_00005_100,Particulate matter < 10 µm (aerosol),230.048,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00934,SPO-NL00934_00005_100,Particulate matter < 10 µm (aerosol),140.11,ug.m-3,53.331665039486005,6.27750874,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00918,SPO-NL00918_00005_100,Particulate matter < 10 µm (aerosol),265.55,ug.m-3,52.916915889483825,5.5734915699999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00538,SPO-NL00538_00005_100,Particulate matter < 10 µm (aerosol),181.06999999,ug.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00437,SPO-NL00437_00005_100,Particulate matter < 10 µm (aerosol),204.11,ug.m-3,51.787498469478415,4.4508414300000005,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00240,SPO-NL00240_00005_100,Particulate matter < 10 µm (aerosol),608.59,ug.m-3,51.59360885947757,4.8250083899999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00564,SPO-NL00564_00005_100,Particulate matter < 10 µm (aerosol),169.5,ug.m-3,52.287427999480727,4.7666780000000006,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00551,SPO-NL00551_00005_100,Particulate matter < 10 µm (aerosol),435.3,ug.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00012,SPO-NL00012_00005_100,Particulate matter < 10 µm (aerosol),593.1,ug.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00487,SPO-NL00487_06001_100,Particulate matter < 2.5 µm (aerosol),234.9,ug.m-3,51.891113279478887,4.48111105,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00703,SPO-NL00703_06001_100,Particulate matter < 2.5 µm (aerosol),109.2,ug.m-3,52.400001529481244,4.7300000200000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00742,SPO-NL00742_06001_100,Particulate matter < 2.5 µm (aerosol),702.1,ug.m-3,51.838888999478641,5.8580609999999993,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00007,SPO-NL00007_06001_100,Particulate matter < 2.5 µm (aerosol),160.3,ug.m-3,52.381111149481171,4.8450112300000008,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00938,SPO-NL00938_06001_100,Particulate matter < 2.5 µm (aerosol),156.6,ug.m-3,53.246944429485559,6.6088972100000003,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00012,SPO-NL00012_06001_100,Particulate matter < 2.5 µm (aerosol),374.2,ug.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00738,SPO-NL00738_06001_100,Particulate matter < 2.5 µm (aerosol),85.6,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00433,SPO-NL00433_06001_100,Particulate matter < 2.5 µm (aerosol),111.2,ug.m-3,51.911392209478961,4.32695293,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00494,SPO-NL00494_06001_100,Particulate matter < 2.5 µm (aerosol),128.5,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00230,SPO-NL00230_06001_102,Particulate matter < 2.5 µm (aerosol),112.6,ug.m-3,51.519443509477249,5.1489024199999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00495,SPO-NL00495_06001_100,Particulate matter < 2.5 µm (aerosol),94.6,ug.m-3,51.931945799479067,4.2277779600000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00012,SPO-NL00012_06001_100,Particulate matter < 2.5 µm (aerosol),419.9,ug.m-3,52.390003199481221,4.8880581900000006,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00547,SPO-NL00547_06001_100,Particulate matter < 2.5 µm (aerosol),143.454,ug.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00230,SPO-NL00230_06001_102,Particulate matter < 2.5 µm (aerosol),84.6407,ug.m-3,51.519443509477249,5.1489024199999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00444,SPO-NL00444_06001_102,Particulate matter < 2.5 µm (aerosol),219.348,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2013,STA-NL00561,SPO-NL00561_06001_100,Particulate matter < 2.5 µm (aerosol),188.9,ug.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00487,SPO-NL00487_06001_100,Particulate matter < 2.5 µm (aerosol),202.56,ug.m-3,51.891113279478887,4.48111105,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00496,SPO-NL00496_06001_100,Particulate matter < 2.5 µm (aerosol),78.82,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00494,SPO-NL00494_06001_101,Particulate matter < 2.5 µm (aerosol),234.24,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2016,STA-NL00561,SPO-NL00561_06001_100,Particulate matter < 2.5 µm (aerosol),126.3,ug.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00701,SPO-NL00701_06001_101,Particulate matter < 2.5 µm (aerosol),199.8,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00448,SPO-NL00448_06001_100,Particulate matter < 2.5 µm (aerosol),175.21299999,ug.m-3,51.92694472947904,4.4616775500000001,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00938,SPO-NL00938_06001_100,Particulate matter < 2.5 µm (aerosol),183.13,ug.m-3,53.246944429485559,6.6088972100000003,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00551,SPO-NL00551_06001_100,Particulate matter < 2.5 µm (aerosol),184.09999999,ug.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00494,SPO-NL00494_06001_100,Particulate matter < 2.5 µm (aerosol),140.244,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00241,SPO-NL00241_06001_102,Particulate matter < 2.5 µm (aerosol),260.571,ug.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00016,SPO-NL00016_06001_100,Particulate matter < 2.5 µm (aerosol),261.69999999,ug.m-3,52.393058779481201,4.8700027499999994,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00547,SPO-NL00547_06001_100,Particulate matter < 2.5 µm (aerosol),297.88099999,ug.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00240,SPO-NL00240_06001_101,Particulate matter < 2.5 µm (aerosol),465.321,ug.m-3,51.59360885947757,4.8250083899999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00644,SPO-NL00644_06001_101,Particulate matter < 2.5 µm (aerosol),85.98749999,ug.m-3,51.974639999479258,4.9234299999999989,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00704,SPO-NL00704_06001_100,Particulate matter < 2.5 µm (aerosol),98,ug.m-3,52.430000309481379,4.7699999800000015,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00934,SPO-NL00934_06001_100,Particulate matter < 2.5 µm (aerosol),78.6,ug.m-3,53.331665039486005,6.27750874,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00636,SPO-NL00636_06001_100,Particulate matter < 2.5 µm (aerosol),81.2,ug.m-3,52.10611099947986,5.125286,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00538,SPO-NL00538_06001_100,Particulate matter < 2.5 µm (aerosol),113.7,ug.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00014,SPO-NL00014_06001_101,Particulate matter < 2.5 µm (aerosol),225.3,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00136,SPO-NL00136_06001_100,Particulate matter < 2.5 µm (aerosol),118.2,ug.m-3,50.888057709474673,5.9711141599999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00495,SPO-NL00495_06001_100,Particulate matter < 2.5 µm (aerosol),93.9,ug.m-3,51.931945799479067,4.2277779600000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00701,SPO-NL00701_06001_101,Particulate matter < 2.5 µm (aerosol),238.5,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00016,SPO-NL00016_06001_100,Particulate matter < 2.5 µm (aerosol),204.1,ug.m-3,52.393058779481201,4.8700027499999994,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00444,SPO-NL00444_06001_102,Particulate matter < 2.5 µm (aerosol),112.3,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00742,SPO-NL00742_06001_100,Particulate matter < 2.5 µm (aerosol),761.071,ug.m-3,51.838888999478641,5.8580609999999993,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00247,SPO-NL00247_06001_100,Particulate matter < 2.5 µm (aerosol),421.368,ug.m-3,51.407501219476785,5.3933334400000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00551,SPO-NL00551_06001_100,Particulate matter < 2.5 µm (aerosol),120.3,ug.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00491,SPO-NL00491_06001_100,Particulate matter < 2.5 µm (aerosol),195.4,ug.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00017,SPO-NL00017_06001_100,Particulate matter < 2.5 µm (aerosol),203.9,ug.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00487,SPO-NL00487_06001_100,Particulate matter < 2.5 µm (aerosol),563.5,ug.m-3,51.891113279478887,4.48111105,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00016,SPO-NL00016_06001_100,Particulate matter < 2.5 µm (aerosol),174.5,ug.m-3,52.393058779481201,4.8700027499999994,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2013,STA-NL00482,SPO-NL00482_06001_100,Particulate matter < 2.5 µm (aerosol),82.27,ug.m-3,51.961110999479196,4.0899999999999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00570,SPO-NL00570_06001_100,Particulate matter < 2.5 µm (aerosol),115.2,ug.m-3,52.486599999481662,4.638641999999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00014,SPO-NL00014_06001_101,Particulate matter < 2.5 µm (aerosol),77.9,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00016,SPO-NL00016_06001_100,Particulate matter < 2.5 µm (aerosol),79,ug.m-3,52.393058779481201,4.8700027499999994,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00017,SPO-NL00017_06001_100,Particulate matter < 2.5 µm (aerosol),227,ug.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2016,STA-NL00138,SPO-NL00138_06001_100,Particulate matter < 2.5 µm (aerosol),233.999,ug.m-3,50.900316999474725,5.986853,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00418,SPO-NL00418_06001_100,Particulate matter < 2.5 µm (aerosol),104.59699999,ug.m-3,51.915000919478985,4.4802889800000001,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00937,SPO-NL00937_06001_100,Particulate matter < 2.5 µm (aerosol),250.65199999,ug.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00934,SPO-NL00934_06001_100,Particulate matter < 2.5 µm (aerosol),83.41219999,ug.m-3,53.331665039486005,6.27750874,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00742,SPO-NL00742_06001_100,Particulate matter < 2.5 µm (aerosol),395.797,ug.m-3,51.838888999478641,5.8580609999999993,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00433,SPO-NL00433_06001_100,Particulate matter < 2.5 µm (aerosol),94.132,ug.m-3,51.911392209478961,4.32695293,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00014,SPO-NL00014_06001_101,Particulate matter < 2.5 µm (aerosol),356.5,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00821,SPO-NL00821_06001_100,Particulate matter < 2.5 µm (aerosol),128.1,ug.m-3,52.234500889480465,6.9194941500000002,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00551,SPO-NL00551_06001_100,Particulate matter < 2.5 µm (aerosol),208.9,ug.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00485,SPO-NL00485_06001_100,Particulate matter < 2.5 µm (aerosol),161.1,ug.m-3,51.866107939478766,4.3552775400000003,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00491,SPO-NL00491_06001_100,Particulate matter < 2.5 µm (aerosol),245.9,ug.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00561,SPO-NL00561_06001_100,Particulate matter < 2.5 µm (aerosol),103.1,ug.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
