ReportingYear,AQValue,Unit,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,BeginPosition,EndPosition,DataCoverage,DataCapture
2014,23.8844474,ug.m-3,STA-NL00643,SPO-NL00643_00008_100,52.102222439479839,5.1283335699999997,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.53881279,98.53881279
2015,23.61757514,ug.m-3,STA-NL00404,SPO-NL00404_00008_111,52.07805633947973,4.2891721699999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,95.33105023,95.33105023
2013,23.59567932,ug.m-3,STA-NL00742,SPO-NL00742_00008_100,51.838888999478641,5.8580609999999993,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.89269406,98.89269406
2013,23.56812879,ug.m-3,STA-NL00564,SPO-NL00564_00008_100,52.287427999480727,4.7666780000000006,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.85388128,97.85388128
2014,23.5625074,ug.m-3,STA-NL00564,SPO-NL00564_00008_100,52.287427999480727,4.7666780000000006,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.33561644,96.33561644
2016,23.54868045,ug.m-3,STA-NL00701,SPO-NL00701_00008_100,52.45000075948149,4.8166665999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,91.88296903,91.90389433
2015,23.52269438,ug.m-3,STA-NL00565,SPO-NL00565_00008_100,52.327449999480905,4.715072000000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.48630137,99.48630137
2016,23.44753815,ug.m-3,STA-NL00564,SPO-NL00564_00008_100,52.287427999480727,4.7666780000000006,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.1917122,99.21430198
2014,23.44354935,ug.m-3,STA-NL00014,SPO-NL00014_00008_100,52.359996799481046,4.8088974999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,94.94292237,94.94292237
2014,23.35586395,ug.m-3,STA-NL00442,SPO-NL00442_00008_100,51.800659179478473,4.7082138100000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.84246575,97.84246575
2016,23.14547178,ug.m-3,STA-NL00241,SPO-NL00241_00008_100,51.603332519477618,4.7808470699999992,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,95.4348816,95.45661581
2015,23.02305018,ug.m-3,STA-NL00643,SPO-NL00643_00008_100,52.102222439479839,5.1283335699999997,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.17808219,99.17808219
2016,22.98591656,ug.m-3,STA-NL00643,SPO-NL00643_00008_100,52.102222439479839,5.1283335699999997,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.24681239,98.26918697
2014,22.96722454,ug.m-3,STA-NL00022,SPO-NL00022_00008_101,52.37888717948114,4.7936196299999994,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.21917808,98.21917808
2013,22.91467738,ug.m-3,STA-NL00704,SPO-NL00704_00008_100,52.430000309481379,4.7699999800000015,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.59817352,96.59817352
2015,22.89082405,ug.m-3,STA-NL00241,SPO-NL00241_00008_100,51.603332519477618,4.7808470699999992,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,97.38584475,97.38584475
2013,22.85125698,ug.m-3,STA-NL00701,SPO-NL00701_00008_100,52.45000075948149,4.8166665999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.08219178,98.08219178
2015,22.80474623,ug.m-3,STA-NL00442,SPO-NL00442_00008_100,51.800659179478473,4.7082138100000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.18949772,99.18949772
2016,22.77876726,ug.m-3,STA-NL00442,SPO-NL00442_00008_100,51.800659179478473,4.7082138100000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,94.75182149,94.77340014
2016,22.60123691,ug.m-3,STA-NL00742,SPO-NL00742_00008_100,51.838888999478641,5.8580609999999993,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.928051,97.95035299
2013,22.56350673,ug.m-3,STA-NL00137,SPO-NL00137_00008_100,50.884999999474672,5.976953,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.55251142,96.55251142
2015,22.46389398,ug.m-3,STA-NL00742,SPO-NL00742_00008_100,51.838888999478641,5.8580609999999993,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,95.83333333,95.83333333
2014,22.38328181,ug.m-3,STA-NL00742,SPO-NL00742_00008_100,51.838888999478641,5.8580609999999993,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.5,97.5
2015,22.18965031,ug.m-3,STA-NL00564,SPO-NL00564_00008_100,52.287427999480727,4.7666780000000006,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,97.28310502,97.28310502
2014,22.0325675,ug.m-3,STA-NL00003,SPO-NL00003_00008_101,52.3888893094812,4.94389725,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.39269406,96.39269406
2014,22.01045903,ug.m-3,STA-NL00021,SPO-NL00021_00008_101,52.321388239480868,4.9888944600000009,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.23059361,98.23059361
2016,21.96236382,ug.m-3,STA-NL00021,SPO-NL00021_00008_101,52.321388239480868,4.9888944600000009,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.18806922,97.21020269
2013,21.95352053,ug.m-3,STA-NL00437,SPO-NL00437_00008_101,51.787498469478415,4.4508414300000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.56849315,97.56849315
2015,21.9452835,ug.m-3,STA-NL00003,SPO-NL00003_00008_101,52.3888893094812,4.94389725,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.10502283,98.10502283
2013,21.94039735,ug.m-3,STA-NL00022,SPO-NL00022_00008_101,52.37888717948114,4.7936196299999994,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.52968037,96.52968037
2016,21.87922827,ug.m-3,STA-NL00022,SPO-NL00022_00008_101,52.37888717948114,4.7936196299999994,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.5428051,98.5652471
2015,21.67136279,ug.m-3,STA-NL00701,SPO-NL00701_00008_100,52.45000075948149,4.8166665999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.17808219,99.17808219
2013,21.20541494,ug.m-3,STA-NL00003,SPO-NL00003_00008_101,52.3888893094812,4.94389725,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.97488584,96.97488584
2015,21.17163275,ug.m-3,STA-NL00022,SPO-NL00022_00008_101,52.37888717948114,4.7936196299999994,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.12100457,99.12100457
2015,21.14286974,ug.m-3,STA-NL00021,SPO-NL00021_00008_101,52.321388239480868,4.9888944600000009,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.85844749,98.85844749
2013,20.87098643,ug.m-3,STA-NL00247,SPO-NL00247_00008_100,51.407501219476785,5.3933334400000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.48173516,98.49297865
2014,20.79965237,ug.m-3,STA-NL00703,SPO-NL00703_00008_100,52.400001529481244,4.7300000200000012,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.51598174,98.51598174
2013,20.79096855,ug.m-3,STA-NL00246,SPO-NL00246_00008_100,51.652778629477808,4.5138888399999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,99.82876712,99.8401644
2013,20.68857126,ug.m-3,STA-NL00230,SPO-NL00230_00008_101,51.519443509477249,5.1489024199999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.35616438,98.35616438
2013,20.51305882,ug.m-3,STA-NL00703,SPO-NL00703_00008_100,52.400001529481244,4.7300000200000012,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.03196347,97.03196347
2014,20.38959253,ug.m-3,STA-NL00230,SPO-NL00230_00008_101,51.519443509477249,5.1489024199999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,93.57305936,93.57305936
2013,20.37105967,ug.m-3,STA-NL00021,SPO-NL00021_00008_101,52.321388239480868,4.9888944600000009,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.13926941,98.13926941
2016,20.35138298,ug.m-3,STA-NL00703,SPO-NL00703_00008_100,52.400001529481244,4.7300000200000012,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.1917122,99.21430198
2015,20.05922934,ug.m-3,STA-NL00230,SPO-NL00230_00008_101,51.519443509477249,5.1489024199999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.94977169,98.94977169
2016,19.98172149,ug.m-3,STA-NL00230,SPO-NL00230_00008_101,51.519443509477249,5.1489024199999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.26958106,98.29196083
2014,19.92301093,ug.m-3,STA-NL00247,SPO-NL00247_00008_100,51.407501219476785,5.3933334400000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,99.14383562,99.14383562
2014,19.69728867,ug.m-3,STA-NL00437,SPO-NL00437_00008_101,51.787498469478415,4.4508414300000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.96347032,96.96347032
2016,19.48260208,ug.m-3,STA-NL00247,SPO-NL00247_00008_100,51.407501219476785,5.3933334400000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.13296903,98.1553177
2013,19.21066798,ug.m-3,STA-NL00549,SPO-NL00549_00008_100,52.257359999480563,5.2359030000000004,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.26484018,98.27605891
2015,19.2058231,ug.m-3,STA-NL00703,SPO-NL00703_00008_100,52.400001529481244,4.7300000200000012,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.60730594,98.60730594
2016,19.16256248,ug.m-3,STA-NL00437,SPO-NL00437_00008_101,51.787498469478415,4.4508414300000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,92.00819672,92.02915054
2013,18.92488126,ug.m-3,STA-NL00644,SPO-NL00644_00008_100,51.974639999479258,4.9234299999999989,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.10045662,97.10045662
2013,18.87395238,ug.m-3,STA-NL00318,SPO-NL00318_00008_111,51.295276639476306,3.7494583100000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,95.89041096,95.89041096
2016,18.8505006,ug.m-3,STA-NL00633,SPO-NL00633_00008_101,52.138888999480002,4.8383359999999991,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,93.46539162,93.48667729
2013,18.80445579,ug.m-3,STA-NL00235,SPO-NL00235_00008_101,51.435001369476886,4.3602862399999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.2260274,97.2260274
2015,18.74715074,ug.m-3,STA-NL00437,SPO-NL00437_00008_101,51.787498469478415,4.4508414300000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,97.15753425,97.15753425
2015,18.71143057,ug.m-3,STA-NL00247,SPO-NL00247_00008_100,51.407501219476785,5.3933334400000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,97.75114155,97.75114155
2015,18.70024855,ug.m-3,STA-NL00549,SPO-NL00549_00008_100,52.257359999480563,5.2359030000000004,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.74429224,98.74429224
2016,18.56767697,ug.m-3,STA-NL00549,SPO-NL00549_00008_100,52.257359999480563,5.2359030000000004,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.3852459,99.40787975
2013,18.42741807,ug.m-3,STA-NL00107,SPO-NL00107_00008_101,51.120277399475597,6.0430636400000006,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.88812785,97.88812785
2015,18.40294211,ug.m-3,STA-NL00246,SPO-NL00246_00008_100,51.652778629477808,4.5138888399999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,93.47031963,93.47031963
2014,18.36435523,ug.m-3,STA-NL00235,SPO-NL00235_00008_101,51.435001369476886,4.3602862399999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.8196347,97.8196347
2016,18.32649795,ug.m-3,STA-NL00246,SPO-NL00246_00008_100,51.652778629477808,4.5138888399999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.62067395,97.64290594
2016,17.9825893,ug.m-3,STA-NL00138,SPO-NL00138_00008_100,50.900316999474725,5.986853,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,92.41803279,92.43907994
2014,17.81615852,ug.m-3,STA-NL00644,SPO-NL00644_00008_100,51.974639999479258,4.9234299999999989,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,99.37214612,99.37214612
2016,17.67604301,ug.m-3,STA-NL00644,SPO-NL00644_00008_100,51.974639999479258,4.9234299999999989,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.32285974,96.34479617
2013,17.31714252,ug.m-3,STA-NL00131,SPO-NL00131_00008_111,51.541110989477339,5.8536138500000012,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.59589041,98.59589041
2015,17.28694001,ug.m-3,STA-NL00235,SPO-NL00235_00008_101,51.435001369476886,4.3602862399999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.00228311,98.00228311
2013,17.06562153,ug.m-3,STA-NL00301,SPO-NL00301_00008_101,51.635559079477744,3.9169473600000013,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.70091324,96.70091324
2014,17.05915907,ug.m-3,STA-NL00131,SPO-NL00131_00008_111,51.541110989477339,5.8536138500000012,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.51826484,96.51826484
2016,17.04792991,ug.m-3,STA-NL00107,SPO-NL00107_00008_101,51.120277399475597,6.0430636400000006,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.7704918,98.79298565
2015,17.02390917,ug.m-3,STA-NL00138,SPO-NL00138_00008_100,50.900316999474725,5.986853,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,96.27853881,96.27853881
2016,16.97873098,ug.m-3,STA-NL00235,SPO-NL00235_00008_101,51.435001369476886,4.3602862399999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.5787796,99.60145753
2015,16.94102904,ug.m-3,STA-NL00644,SPO-NL00644_00008_100,51.974639999479258,4.9234299999999989,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,95.51369863,95.51369863
2014,16.86763121,ug.m-3,STA-NL00138,SPO-NL00138_00008_100,50.900316999474725,5.986853,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.31050228,98.31050228
2013,16.73776719,ug.m-3,STA-NL00133,SPO-NL00133_00008_101,50.903057099474744,5.8822359999999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,95.91324201,95.91324201
2014,16.72677637,ug.m-3,STA-NL00444,SPO-NL00444_00008_100,52.298053739480757,4.5102863299999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.42694064,96.42694064
2016,16.66752955,ug.m-3,STA-NL00131,SPO-NL00131_00008_111,51.541110989477339,5.8536138500000012,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.23360656,97.2557504
2013,16.59573133,ug.m-3,STA-NL00633,SPO-NL00633_00008_101,52.138888999480002,4.8383359999999991,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.62100457,96.62100457
2013,16.43417676,ug.m-3,STA-NL00738,SPO-NL00738_00008_100,52.112499239479874,5.7086191199999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.99771689,96.99771689
2014,16.39033651,ug.m-3,STA-NL00107,SPO-NL00107_00008_101,51.120277399475597,6.0430636400000006,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.03652968,98.03652968
2014,16.24165233,ug.m-3,STA-NL00301,SPO-NL00301_00008_101,51.635559079477744,3.9169473600000013,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.24200913,98.24200913
2015,16.2199228,ug.m-3,STA-NL00131,SPO-NL00131_00008_111,51.541110989477339,5.8536138500000012,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,97.60273973,97.60273973
2014,16.05197833,ug.m-3,STA-NL00318,SPO-NL00318_00008_111,51.295276639476306,3.7494583100000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,99.07534247,99.07534247
2014,15.93983542,ug.m-3,STA-NL00633,SPO-NL00633_00008_101,52.138888999480002,4.8383359999999991,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,93.64155251,93.64155251
2015,15.91432711,ug.m-3,STA-NL00107,SPO-NL00107_00008_101,51.120277399475597,6.0430636400000006,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.48173516,98.48173516
2013,15.87099381,ug.m-3,STA-NL00444,SPO-NL00444_00008_100,52.298053739480757,4.5102863299999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,95.91324201,95.91324201
2016,15.85735009,ug.m-3,STA-NL00301,SPO-NL00301_00008_101,51.635559079477744,3.9169473600000013,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.78005464,97.80232293
2016,15.81503771,ug.m-3,STA-NL00318,SPO-NL00318_00008_111,51.295276639476306,3.7494583100000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.09881603,98.12115691
2014,15.74194776,ug.m-3,STA-NL00738,SPO-NL00738_00008_100,52.112499239479874,5.7086191199999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.58675799,96.58675799
2015,15.28027666,ug.m-3,STA-NL00318,SPO-NL00318_00008_111,51.295276639476306,3.7494583100000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,96.96347032,96.96347032
2015,15.10996059,ug.m-3,STA-NL00633,SPO-NL00633_00008_101,52.138888999480002,4.8383359999999991,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,92.69406393,92.69406393
2016,15.07033775,ug.m-3,STA-NL00738,SPO-NL00738_00008_100,52.112499239479874,5.7086191199999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.43078324,99.45342747
2015,14.93394617,ug.m-3,STA-NL00444,SPO-NL00444_00008_100,52.298053739480757,4.5102863299999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,97.97945205,97.97945205
2016,14.92791801,ug.m-3,STA-NL00444,SPO-NL00444_00008_100,52.298053739480757,4.5102863299999996,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.04189435,98.06422227
2015,14.70140696,ug.m-3,STA-NL00301,SPO-NL00301_00008_101,51.635559079477744,3.9169473600000013,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.6347032,99.6347032
2015,14.68104895,ug.m-3,STA-NL00738,SPO-NL00738_00008_100,52.112499239479874,5.7086191199999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.16210046,98.16210046
2014,14.32475645,ug.m-3,STA-NL00722,SPO-NL00722_00008_111,52.092499999479791,6.6058390000000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.66438356,98.66438356
2016,14.23426771,ug.m-3,STA-NL00133,SPO-NL00133_00008_101,50.903057099474744,5.8822359999999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.48588342,98.50831246
2013,14.06012576,ug.m-3,STA-NL00722,SPO-NL00722_00008_111,52.092499999479791,6.6058390000000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.12328767,97.12328767
2016,14.01662945,ug.m-3,STA-NL00722,SPO-NL00722_00008_111,52.092499999479791,6.6058390000000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,92.81648452,92.83762241
2014,13.96679146,ug.m-3,STA-NL00538,SPO-NL00538_00008_111,52.804721829483249,5.0508418099999997,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.34703196,96.34703196
2014,13.52069165,ug.m-3,STA-NL00133,SPO-NL00133_00008_101,50.903057099474744,5.8822359999999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.55251142,96.55251142
2015,13.37207332,ug.m-3,STA-NL00133,SPO-NL00133_00008_101,50.903057099474744,5.8822359999999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,96.51826484,96.51826484
2013,13.29776193,ug.m-3,STA-NL00538,SPO-NL00538_00008_111,52.804721829483249,5.0508418099999997,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.49315068,98.49315068
2016,13.13673577,ug.m-3,STA-NL00538,SPO-NL00538_00008_111,52.804721829483249,5.0508418099999997,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.83879781,98.86130722
2013,12.94077132,ug.m-3,STA-NL00631,SPO-NL00631_00008_111,52.448501589481481,5.6191501600000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.64383562,96.64383562
2015,12.88794181,ug.m-3,STA-NL00538,SPO-NL00538_00008_111,52.804721829483249,5.0508418099999997,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,99.66894977,99.66894977
2014,12.79521902,ug.m-3,STA-NL00631,SPO-NL00631_00008_111,52.448501589481481,5.6191501600000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,94.33789954,94.33789954
2015,12.73118419,ug.m-3,STA-NL00722,SPO-NL00722_00008_111,52.092499999479791,6.6058390000000005,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,98.23059361,98.23059361
2015,12.66033412,ug.m-3,STA-NL00631,SPO-NL00631_00008_111,52.448501589481481,5.6191501600000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,96.00456621,96.00456621
2016,12.46116816,ug.m-3,STA-NL00818,SPO-NL00818_00008_100,52.655002589482493,6.0180697400000014,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,95.99271403,96.01457527
2013,12.45435472,ug.m-3,STA-NL00807,SPO-NL00807_00008_101,52.389167789481192,6.4036140399999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.53881279,98.53881279
2014,12.44955419,ug.m-3,STA-NL00938,SPO-NL00938_00008_100,53.246944429485559,6.6088972100000003,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,99.09817352,99.09817352
2016,12.4285803,ug.m-3,STA-NL00807,SPO-NL00807_00008_101,52.389167789481192,6.4036140399999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,95.18442623,95.20610339
2014,12.1827446,ug.m-3,STA-NL00807,SPO-NL00807_00008_101,52.389167789481192,6.4036140399999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,99.40639269,99.40639269
